eid,index,afid,name,domain,url,variants
10-s2.0-112343513,14856,112343513,Universidad Federal de Espíritu Santo,,,"['Universidad Federal De Espíritu Santo', 'Universidade Federal De Espiritu Santo']"
10-s2.0-101896807,14860,101896807,Instituto Estadual de Infectologia São Sebastião,,,[]
10-s2.0-113283458,14861,113283458,Universidade do vale do São Francisco - UNIVASF,,,"['Universidade do Vale do São Francisco (UNIVASF)', 'UNIVASF - Universidade do Vale do São Francisco', 'Universidade do vale do São Francisco - UNIVASF']"
10-s2.0-100993699,14862,100993699,Academia de Ciência e Tecnologia,,,"['Academia De Ciência E Tecnologia', 'Academia De Ciência E Tecnologia De São José Do Rio Preto', 'Academia De Ciência E Tecnologia - Ac And T', 'Academia De Ciência E Tecnologia (ac&t)', 'Diretor Clinico Da Academia De Ciência E Tecnologia']"
10-s2.0-117693113,14863,117693113,Hospital Manoel Novais,,,['Hospital Manoel Novais']
10-s2.0-102007351,14864,102007351,Hemocentro de Santa Catarina,,,"['Hemocentro De Santa Catarina', 'Univ. S. Catarina', 'Université De Santa Catarina', 'Universidade Federal Do Santa Catarina', 'Universidade Do Estodo De Santa Catarina', 'Universidade De Santa', 'Universidad Estadual De Santa Catarina', 'Santa Catarina', 'Hospital Universitário De Santa Catarina', 'Faculdade De Santa Catarina']"
10-s2.0-109685723,14868,109685723,PIBIC,,,['Pibic']
10-s2.0-113998663,14867,113998663,Faculdade Governador Ozanam Coelho (Fagoc),,,"['Faculdade Governador Ozanam Coelho (fagoc)', 'Faculdade Governador Ozanam Coelho']"
10-s2.0-105167164,14866,105167164,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul (CELAFISCS),,,[]
10-s2.0-117693749,14865,117693749,Laborató Rio Nacional de Computação Científica,,,['Laborató Rio Nacional De Computação Científica']
10-s2.0-112707002,14869,112707002,Israel Pinheiro Governor Hospital,,,[]
10-s2.0-100395741,14873,100395741,Hospital Santa Lucia,,,[]
10-s2.0-117646301,14870,117646301,Pharmacy School,,,['Pharmacy School']
10-s2.0-117645968,14871,117645968,"School of Economics, Business Administration and Accounting",,,"['School Of Economics, Business Administration And Accounting', 'School Of Economy, Administration And Accounting']"
10-s2.0-117633049,14874,117633049,University of Santo Andre,,,['University of Santo Andre']
10-s2.0-117986806,14872,117986806,Hospital Universitário Professor Polydoro Ernani de São Thiago,,,[]
10-s2.0-101308666,14878,101308666,Diretoria de Telecomunicações da Marinha,,,"['Diretoria De Telecomunicações Da Marinha', 'Diretoria De Assistência Social Da Marinha']"
10-s2.0-100696315,14875,100696315,Hospital Psiquiátrico São Pedro,,,[]
10-s2.0-106679134,14876,106679134,Instituto Paulista de Estudos Sistêmicos (IPES),,,"['Instituto Paulista De Estudos Sistêmicos (ipes)', 'Instituto Paulista De Estudos Sistemicos (ipes)']"
10-s2.0-117568881,14877,117568881,Secretaria de Direitos Humanos,,,['Secretaria de Direitos Humanos']
10-s2.0-117568821,14879,117568821,Hospital Sara Kubischeck,,,['Hospital Sara Kubischeck']
10-s2.0-117569308,14881,117569308,DermaImage associates,,,"['Dermaimage Associates', 'Dermaimage', 'Derma Image']"
10-s2.0-100749587,14880,100749587,Organização Pan-Americana da Saúde (OPAS),,,"['Organização Pan-americana Da Saúde (opas)', 'Recursos Humanos Da Organização Pan-americana Da Saúde', 'Organização Pan-americana De Saúde', 'Organização Pan-americana Da Saúde', 'Organização Pan - Americana Da Saúde/organização Mundial Da Saúde - (opas/oms)', 'Organização Pan - Americana Da Saúde - Opas/oms', 'Organizacçao Pan-americana Da Saúde (opas)', 'Organizacao Pan-amer. Da Saude']"
10-s2.0-117568871,14884,117568871,Scharf Mauro Pinto,,,['Scharf Mauro Pinto']
10-s2.0-113749112,14882,113749112,Instituto Educateur,,,"['Instituto Educateur', 'Educateur Institute']"
10-s2.0-60275710,14883,60275710,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),ceunsp.edu.br,https://www.ceunsp.edu.br/,"['Centro Universitário Nossa Senhora do Patrocínio', 'Centro Universitário Nossa Senhora do Patrocínio (CEUNSP)']"
10-s2.0-106540040,14885,106540040,University Medical School,,,"['University Medical School', 'Medical School', 'Medicine School', 'Paulista Medical School']"
10-s2.0-132517778,14886,132517778,Centro de Diabetes de Curitiba,,,[]
10-s2.0-109703225,14887,109703225,Instituto para Práticas Seguras no Uso de Medicamentos,,,"['Instituto Para Práticas Seguras No Uso De Medicamentos', 'Instituto Para Práticas Seguras No Uso De Medicamentos (ismp Brasil)', 'Presidente Do Instituto Para Práticas Seguras No Uso De Medicamentos', 'Instituto Para Práticas Seguras No Uso De Medicamentos (ismp). Belo Horizonte']"
10-s2.0-117551429,14888,117551429,Immunohematology Laboratory,,,['Immunohematology Laboratory']
10-s2.0-117546732,14889,117546732,LAB&VET Veterinary Diagnostics Laboratory and Consulting,,,['Lab&vet Veterinary Diagnostics Laboratory And Consulting']
10-s2.0-114720635,14891,114720635,Hospital Evangélico de Cachoeiro de Itapemirim,,,"['Hospital Evangélico De Cachoeiro De Itapemirim', 'Hospital Evangélico De Cachoeiro De Itapemirim-cardiologia Congênita', 'Hopital Evangélico De Cachoeiro De Itapemirim']"
10-s2.0-125785695,14892,125785695,R. Eng. Agronômico Andrei Cristian Ferreira,,,"['R. Eng. Agronômico Andrei Cristian Ferreira', 'Eng. Agronômico Andrei Cristian Ferreira']"
10-s2.0-117495496,14893,117495496,Pro Matre Paulista and Santa Joana Hospital Maternities,,,['Pro Matre Paulista And Santa Joana Hospital Maternities']
10-s2.0-112979717,14890,112979717,Hospital Nossa Senhora de Conceiçã,,,"['Hospital Nossa Senhora Da Conceiçã', 'Hospital Nossa Senhora De Conceiçã']"
10-s2.0-117467791,14894,117467791,Departamento de Nefrología Pediátrica,,,['Departamento De Nefrología Pediátrica']
10-s2.0-117451969,14899,117451969,Laboratory of Neuropathology,,,['Laboratory of Neuropathology']
10-s2.0-100351420,14896,100351420,Federal University of Health Science of Porto Alegre,,,[]
10-s2.0-107653606,14897,107653606,Instituto de Pesquisa Professor Joaquim Amorim Neto,,,[]
10-s2.0-117452144,14898,117452144,Servico Munic. de Atendimento Transdisciplinar A Gestantes e Bebes Com Infeccao Congenita Por Zika Virus,,,['Servico Munic. de Atendimento Transdisciplinar A Gestantes e Bebes Com Infeccao Congenita Por Zika Virus']
10-s2.0-112639827,14895,112639827,Faculdade Anhanguera,,,['Faculdade Anhanguera']
10-s2.0-117449193,14903,117449193,Kaiser Hospital Dia,,,"['Kaiser Hospital Dia', 'Kaiser Clínica And Hospital Dia', 'Hospital Dia']"
10-s2.0-117448981,14902,117448981,Grupo adulto de Transplante de Fígado,,,"['Serviço De Transplante De Fígado', 'Grupo Adulto De Transplante De Fígado']"
10-s2.0-110375188,14901,110375188,Instituto Goiano de Gastroenterologia,,,"['Instituto Goiano De Gastroenterologia', 'Instituto Goiano De Medicina']"
10-s2.0-117449439,14904,117449439,Grupo Brasileiro de Endoscopia Bariátrica,,,['Grupo Brasileiro de Endoscopia Bariátrica']
10-s2.0-117449210,14900,117449210,Unidade Integrada de Gastroenterologia,,,['Unidade Integrada de Gastroenterologia']
10-s2.0-119204704,14907,119204704,Women’s Health Laboratory,,,['Women’s Health Laboratory']
10-s2.0-117280923,14908,117280923,Obsessive-Compulsive Spectrum Disorder Research Consortium (C-TOC),,,['Obsessive-compulsive Spectrum Disorder Research Consortium (c-toc)']
10-s2.0-117449541,14905,117449541,Aeronatutics Instruction and Adaptation Center,,,['Aeronatutics Instruction And Adaptation Center']
10-s2.0-117400730,14906,117400730,Integrated Center of Neurology and Neurosurgery (CINN),,,"['Integrated Center Of Neurology And Neurosurgery (cinn)', 'Cinn - Integrated Center Of Neurology And Neurosurgery']"
10-s2.0-113013778,14909,113013778,Federal Institute of Rio Grande do Sul,,,[]
10-s2.0-117027215,14913,117027215,Private Dental Office,,,['Private Dental Office']
10-s2.0-117063212,14911,117063212,University Center Leão Sampaio,,,"['University Center Leão Sampaio', 'Leão Sampaio University Center']"
10-s2.0-112874774,14912,112874774,Mastology Division,,,['Mastology Division']
10-s2.0-114539740,14914,114539740,The GREAT Group (GRupo de Estudos em ATividade física),,,"['The Great Group (grupo De Estudos Em Atividade Física)', 'Great Group (grupo De Estudos Em Atividade Física)']"
10-s2.0-100424197,14910,100424197,Rua Visconde de Piraja,,,"['R. Visconde de Piraja', 'Rua Visc. Piraja', 'Rua Visconde de Inhauma', 'Rua Visconde de Piraja']"
10-s2.0-116759180,14917,116759180,Science and Technology of Pará (Instituto 19 Federal de Educação,,,"['Science Technology Of Para (instituto Federal De Educac Ao', 'Science And Technology Of Pará (instituto Federal De Educação', 'Science And Technology Of Pará (instituto 19 Federal De Educação', 'Science And Technology Of Para (instituto Federal De Educac Ao', 'Federal Institute Of Science And Technology Of Pará']"
10-s2.0-101725966,14918,101725966,Banco de Olhos de Sorocaba,,,"['Banco de Olhos de Sorocaba', 'Banco de Olhos de Sorocaba Hospital']"
10-s2.0-121242802,14916,121242802,CARI Psicologia e Educação,,,['Cari Psicologia E Educação']
10-s2.0-116696872,14919,116696872,Hospital Municipal Pimentas Bonsucesso,,,[]
10-s2.0-113360432,14915,113360432,Centro Universitário Católica de Santa Catarina,,,"['Centro Universitário Católica De Santa Catarina', 'Centro Universitário – Católica De Santa Catarina', 'Centro Universitário Católico De Santa Catarina', 'Centro Universitário - Católica De Santa Catarina', 'Centro Universitário Catõlica De Santa Catarina', 'Católica De Santa Catarina -centro Universitário']"
10-s2.0-117522190,14922,117522190,National Institute of Science and Technology in Tropical Diseases,,,[]
10-s2.0-100642235,14924,100642235,Faculdade de Ciências Agrárias,,,"['Faculdade De Ciências Agrárias', 'Faculdade De Cie. Agrarias', 'Faculdade De Ciências']"
10-s2.0-116665630,14921,116665630,Artis Tecnologia,,,['Artis Tecnologia']
10-s2.0-117495488,14923,117495488,Sense Company,,,['Sense Company']
10-s2.0-116681359,14920,116681359,Medical Department,,,['Medical Department']
10-s2.0-113110852,14926,113110852,Sistema de Saúde Mãe de Deus,,,"['Sistema De Saúde Mãe De Deus', 'Sistema Hospitalar Mãe De Deus', 'Instituto Do Câncer Do Sistema De Saúde Mãe De Deus', 'Clínica Do Ouvido Do Sistema De Saúde Mãe De Deus']"
10-s2.0-60009527,14925,60009527,"Oticon A/S, Denmark",oticon.dk,http://www.oticon.dk/,"['Oticon A/S, Denmark']"
10-s2.0-101773653,14928,101773653,Setor de Tecnologia,,,"['Setor De Tecnologia', 'Setor De Dermatologia']"
10-s2.0-117560253,14927,117560253,Private Office,,,[]
10-s2.0-122029401,14929,122029401,Faculdade Internacional da Paraíba. João Pessoa,,,['Faculdade Internacional Da Paraíba. João Pessoa']
10-s2.0-108940220,14930,108940220,Faculdade Católica Rainha do Sertão (FCRS),,,"['Faculdade Católica Rainha Do Sertão (fcrs)', 'Faculdade Católica Rainha Do Sertão', 'Faculdade Católica Rainha Do Sertão (fcrs). Quixadá']"
10-s2.0-128339477,14931,128339477,Marilia Medical School,,,['Marilia Medical School']
10-s2.0-114581362,14934,114581362,Servidores Do Estado Federal Hospital,,,['Servidores Do Estado Federal Hospital']
10-s2.0-117389601,14932,117389601,Rodolfo Albino University Laboratory,,,['Rodolfo Albino University Laboratory']
10-s2.0-115786336,14933,115786336,Graduate Program in Pathology,,,['Graduate Program in Pathology']
10-s2.0-112080338,14935,112080338,Institute of Mathematics and Statistics,,,"['Institute Of Mathematics And Statistics', 'Institute Of Mathematics']"
10-s2.0-117390250,14939,117390250,VI Módulo - Departamento de Saúde,,,['VI Módulo - Departamento de Saúde']
10-s2.0-100780842,14938,100780842,Eli Lilly do Brasil,,,"['Eli Lilly Do Brasil', 'Eli Lilly Do Brasil Ltda.', 'Eli Lilly Do Brasil Ltda', 'Eli Lilly Brasil']"
10-s2.0-117559066,14937,117559066,Secretaria de Saude do Estado do Pará,,,['Secretaria de Saude do Estado do Pará']
10-s2.0-109637709,14936,109637709,Instituto Nacional de Ciência e Tecnologia de Doenças Tropicais (INCT-DT),,,"['Instituto Nacional De Ciência E Tecnologia De Doenças Tropicais (inct-dt)', 'Instituto Nacional De Ciência E Tecnologia De Doenças Tropicais (inct-dt']"
10-s2.0-117280742,14940,117280742,Brazilian Research Institute for Scientific Advancement,,,['Brazilian Research Institute for Scientific Advancement']
10-s2.0-117281074,14941,117281074,Instituto Nacional de Ciências e Tecnologia-Doenças Tropicais,,,"['Instituto Nacional de Ciência e Tecnologia Doenças Tropicais', 'Instituto Nacional de Ciências e Tecnologia-Doenças Tropicais']"
10-s2.0-127659333,14944,127659333,Santa Casa de Paranavaí,,,[]
10-s2.0-117280958,14942,117280958,Retrovirus Research Center,,,['Retrovirus Research Center']
10-s2.0-127659261,14943,127659261,Hospital Regional de Caridade Nossa Senhora Aparecida,,,['Hospital Regional De Caridade Nossa Senhora Aparecida']
10-s2.0-113603460,14946,113603460,Universidade Do Estado Do Paré,,,"['Universidade Do Estado Do Paré', ""Universidade Do Estado Do Par'"", 'Universidade Do Estado Do', 'Universidade Do Estado']"
10-s2.0-101367231,14949,101367231,Clínica São Vicente,,,[]
10-s2.0-117986940,14945,117986940,Oncológica Brasil-Education and Research,,,"['Oncológica Brasil-education And Research', 'Oncologica Brazil - Education And Research']"
10-s2.0-117986814,14948,117986814,Hospital Oncologica Brasil,,,['Hospital Oncologica Brasil']
10-s2.0-100608952,14947,100608952,Univ. Fed. Do P.,,,"['Univ. Fed. Do P.', 'Universidade Federal Do Porá', 'Universidade Federal Do Paré']"
10-s2.0-117359728,14950,117359728,Faculty of Medicine of Petropolis,,,"['Faculty Of Medicine Of Petropolis', 'Faculty Of Medicine Of Petrópolis']"
10-s2.0-112629392,14952,112629392,Rede D'Or São Luiz,,,[]
10-s2.0-116518119,14953,116518119,Federal University of South and Southeast of Pará,,,[]
10-s2.0-117359753,14951,117359753,Hospital Alcides Carneiro,,,"['Hospital Alcides Carneiro', 'Alcides Carneiro Hospital', 'Hospital Municipal De Petrópolis Alcides Carneiro', 'Teaching Hospital Alcides Carneiro']"
10-s2.0-108359401,14954,108359401,Planalto University Center of Distrito Federal (UNIPLAN),,,"['Centro Universitário Planalto Do Distrito Federal (uniplan)', 'Planalto University Center Of Distrito Federal (uniplan)', 'Planalto University Center Of The Federal District (uniplan)', 'Universidade Planalto Do Distrito Federal - Uniplan', 'Centro Universitário Planalto Do Distrito Federal - Uniplan', 'Centro Universitário Planalto Do Distrito Federal (uniplan). Faculdade De Fonoaudiologia . Brasília', 'Centro Universitário Planalto Do Distrito Federal', 'Centro Universitrio Planalto Do Distrito Federal-uniplan-audiology Unit']"
10-s2.0-108105774,14955,108105774,Instituto Nacional de Ciência e Tecnologia Translacional em Medicina (INCT-TM),,,"['Instituto Nacional De Ciência E Tecnologia Translacional Em Medicina (inct-tm)', 'Instituto Nacional Translacional Em Medicina (inct-tm)', 'Instituto Nacional Translacional Em Medicina (inct-tn)', 'Instituto Nacional De Ciência E Tecnologia Translacional Em Medicina', 'Instituto Nacional De Ciência E Tecnologia Em Tuberculose (inct-tb)', 'Instituto Nacional De Ciência E Tecnologia Em Medicina Translacional (inct-tm)']"
10-s2.0-116694916,14958,116694916,Oncoclin Medicos Associados S/S Ltda,,,['Oncoclin Medicos Associados S/S Ltda']
10-s2.0-116277764,14959,116277764,Flow Cytometry Laboratory - Dr. Amaral Carvalho Foundation,,,"['Laboratory Of Cytometryhospital Amaral Carvalhojaú', 'Flow Cytometry Laboratory - Dr. Amaral Carvalho Foundation']"
10-s2.0-114473967,14956,114473967,National Institute of Science and Technology on Comparative Physiology,,,"['National Institute Of Science And Technology On Comparative Physiology', 'National Institute Of Science And Technology Of Comparative Physiology', 'National Institute Of Science And Technology-comparative Physiology (inct-fisiologia Comparada)', 'National Institute Of Science And Technology In Comparative Physiology']"
10-s2.0-113879693,14957,113879693,MCT/CNPq,,,['MCT/CNPq']
10-s2.0-116504801,14961,116504801,Sociedade Brasileira de Cefaleia,,,['Sociedade Brasileira De Cefaleia']
10-s2.0-105605575,14960,105605575,UNICENTRO,,,"['Unicentro', 'Unicentro University']"
10-s2.0-113091633,14962,113091633,Universidade Tec. Federal Do Paraná,,,"['Universidade Tec. Federal Do Paraná', 'Universidade De Federal Do Paraná', 'Universidade Técnica Federal Do Paraná', 'Universidade Tecnol6gica Federal Do Parana', 'Universidade Federal Do Paraná-curitiba', 'Universidade Federal Do Paraná - Curitiba (pr)', 'Universidade Federal Do Parana Curitiba', 'Universidade Do Federal Do Paraná', 'Universidade Do Federal Do Parana (uufpr)', 'Universidade Do Estado Do Paraná']"
10-s2.0-116505708,14963,116505708,Catanduva,,,['Catanduva']
10-s2.0-116504967,14964,116504967,Hospital Mário Gartti,,,['Hospital Mário Gartti']
10-s2.0-116370406,14968,116370406,Laboratório de Neurobiologia da Memória,,,['Laboratório De Neurobiologia Da Memória']
10-s2.0-116505428,14965,116505428,Barbacena,,,['Barbacena']
10-s2.0-100637727,14967,100637727,Rua Borges Lagoa,,,"['Rua Borges Lagoa', 'Rua Borges De Lagoa', 'R. Borges Lagoa']"
10-s2.0-118500429,14966,118500429,Rua Dr. José Pereira Queiroz,,,['Rua Dr. José Pereira Queiroz']
10-s2.0-116369818,14969,116369818,Biosciences Institute,,,['Biosciences Institute']
